Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Speed.Maximum,Speed.Accelaration,Color,Price,number_of_owners,pets,smoking,location,number_of_replacements,km
179,52,220,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Audi A6 Sedan 4.2,Audi,2010 Audi A6 Sedan,2010,350,325,350,1.9,Branco,150000,1,No,No,Açores,3,70000
198,69,220,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2011 Audi A6 Avant,Audi,2011 Audi A6 Avant,2011,300,310,247,6.0,Encarnado,95000,1,Yes,Yes,Castelo Branco,1,10
198,69,220,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2010 Audi A6 Avant,Audi,2010 Audi A6 Avant,2010,300,310,255,4.5,Cinzento,80000,1,Yes,Yes,Coimbra,0,1000
140,105,91,All-wheel drive,Audi 3.0L 6 Cylinder 310 hp 325 ft-lbs,True,8,8 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Audi A7,Audi,2012 Audi A7,2012,310,325,260,6.0,Verde,75000,5,Yes,No,Vila Real,2,30000
180,17,63,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,True,8,8 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2011 Audi A8,Audi,2011 Audi A8,2011,372,328,320,3.5,Encarnado,100000,1,Yes,Yes,Aveiro,3,80000
191,147,63,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,True,8,8 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2011 Audi A8 L,Audi,2011 Audi A8,2011,372,328,350,3.5,Encarnado,100000,5,Yes,Yes,Beja,4,20000
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada SE 4x4,Nissan,2010 Nissan Armada,2010,317,385,260,6.0,Azul Marinho,80000,3,Yes,Yes,Braga,0,150000
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Titanium 4x4,Nissan,2010 Nissan Armada,2010,317,385,255,6.0,Preto,95000,1,Yes,No,Madeira,3,40000
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Platinum,Nissan,2010 Nissan Armada,2010,317,385,260,5.0,Verde,90000,1,No,Yes,Viana do Castelo,2,5000
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada SE,Nissan,2010 Nissan Armada,2010,317,385,245,4.0,Encarnado,95000,2,Yes,Yes,Évora,0,100000
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Titanium,Nissan,2010 Nissan Armada,2010,317,385,245,4.0,Preto,85000,2,Yes,Yes,Porto,4,2000
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Platinum 4x4,Nissan,2010 Nissan Armada,2010,317,385,250,4.0,Prateado,75000,1,Yes,Yes,Viana do Castelo,2,90000
164,198,236,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Audi A8 L,Audi,2010 Audi A8,2010,350,325,300,3.5,Amarelo,100000,1,No,Yes,Santarém,1,5000
164,198,236,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Audi A8,Audi,2010 Audi A8,2010,350,325,290,2.5,Verde,100000,1,No,No,Porto,3,60000
115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,True,6,6 Speed Manual,25,Gasoline,30,Manual transmission,2011 Nissan Cube 1.8,Nissan,2011 Nissan Cube,2011,122,127,180,9.8,Azul Corrida,20000,4,Yes,Yes,Beja,3,250000
115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,True,6,6 Speed Manual,25,Gasoline,30,Manual transmission,2011 Nissan Cube 1.8 S,Nissan,2011 Nissan Cube,2011,122,127,200,9.4,Verde Corrida,15000,2,No,Yes,Braga,4,40000
115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,True,6,6 Speed Manual,25,Gasoline,30,Manual transmission,2010 Nissan Cube 1.8,Nissan,2010 Nissan Cube,2010,122,127,185,9.0,Azul,15000,1,No,No,Viseu,2,20000
115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,True,6,6 Speed Manual,25,Gasoline,30,Manual transmission,2010 Nissan Cube 1.8 S,Nissan,2010 Nissan Cube,2010,122,127,180,11.5,Azul Marinho,15000,5,No,Yes,Aveiro,0,10000
117,21,41,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2012 Audi Q5 2.0 T,Audi,2012 Audi Q5,2012,211,258,225,8.8,Verde,65000,3,Yes,No,Açores,1,10000
117,21,41,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,2012 Audi Q5 3.2,Audi,2012 Audi Q5,2012,270,243,250,4.0,Azul Marinho,80000,1,Yes,Yes,Viseu,4,90000
117,21,41,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2011 Audi Q5 2.0 T,Audi,2011 Audi Q5,2011,211,258,230,7.8,Encarnado,50000,1,No,No,Bragança,2,20000
117,21,41,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,2011 Audi Q5 3.2,Audi,2011 Audi Q5,2011,270,243,250,4.0,Azul,80000,2,Yes,No,Beja,4,40000
135,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,True,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2010 Honda Accord Crosstour EX Hatchback,Honda,2010 Honda Accord Crosstour Hatchback,2010,271,254,250,5.5,Azul,85000,2,No,Yes,Bragança,1,60000
135,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,True,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2010 Honda Accord Crosstour EX-L Hatchback,Honda,2010 Honda Accord Crosstour Hatchback,2010,271,254,260,4.0,Preto,90000,2,Yes,No,Porto,0,20000
135,134,105,Four-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Honda Accord Crosstour EX-L Hatchback 4WD,Honda,2010 Honda Accord Crosstour Hatchback,2010,271,254,255,6.0,Verde Corrida,90000,1,Yes,Yes,Coimbra,2,70000
117,21,41,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,2010 Audi Q5 3.2,Audi,2010 Audi Q5,2010,270,243,244,4.5,Preto,75000,4,Yes,No,Castelo Branco,1,60000
117,20,88,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,2009 Audi Q5 3.2,Audi,2009 Audi Q5,2009,270,243,245,4.5,Azul Marinho,95000,3,No,Yes,Santarém,3,120000
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,True,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2011 Honda Civic DX Coup,Honda,2011 Honda Civic Coup,2011,140,128,235,7.0,Laranja Lava,55000,2,No,Yes,Açores,1,40000
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,True,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2011 Honda Civic DX Coup AT,Honda,2011 Honda Civic Coup,2011,140,128,225,7.2,Verde Corrida,60000,1,Yes,Yes,Vila Real,0,5000
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,True,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2011 Honda Civic LX Coup,Honda,2011 Honda Civic Coup,2011,140,128,235,8.2,Azul,60000,1,No,No,Porto,4,170000
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,True,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2011 Honda Civic LX Coup AT,Honda,2011 Honda Civic Coup,2011,140,128,215,8.2,Azul Marinho,65000,5,Yes,Yes,Vila Real,1,250000
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,True,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2011 Honda Civic EX Coup,Honda,2011 Honda Civic Coup,2011,140,128,225,7.2,Verde,60000,1,No,Yes,Guarda,3,70000
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,True,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2011 Honda Civic EX Coup AT,Honda,2011 Honda Civic Coup,2011,140,128,235,7.5,Encarnado,60000,5,No,No,Viseu,3,40000
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,True,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2011 Honda Civic EX-L Coup,Honda,2011 Honda Civic Coup,2011,140,128,240,8.4,Verde,45000,3,Yes,Yes,Évora,2,170000
117,105,214,Front-wheel drive,Honda 2.0L 4 cylinder 197hp 139ft-lbs,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2011 Honda Civic Si Coup,Honda,2011 Honda Civic Coup,2011,197,139,240,6.5,Azul Corrida,60000,3,Yes,Yes,Madeira,4,30000
201,225,129,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,True,8,8 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2012 Audi Q7 3.0 T S Line,Audi,2012 Audi Q7,2012,333,325,245,6.0,Amarelo,90000,3,Yes,No,Vila Real,3,5000
201,225,129,All-wheel drive,Audi 3.0L 6 Cylinder 280 hp 295 ft-lbs S-charged,True,8,8 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2012 Audi Q7 3.0 T,Audi,2012 Audi Q7,2012,280,295,255,5.5,Verde,75000,2,No,Yes,Santarém,0,170000
201,225,129,All-wheel drive,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,True,8,8 Speed Automatic Select Shift,17,Diesel fuel,25,Automatic transmission,2012 Audi Q7 3.0 TDI,Audi,2012 Audi Q7,2012,225,406,245,6.0,Verde,80000,3,Yes,Yes,Coimbra,1,300000
141,249,107,Rear-wheel drive,Lamborghini 5.2L 10 Cylinder 550 hp 398 ft-lbs,True,6,6 Speed Manual,12,Gasoline,20,Manual transmission,2010 Lamborghini Gallardo Coupe LP 550-2 Valentino Balboni,Lamborghini,2010 Lamborghini Gallardo Coupe,2010,550,398,290,1.9,Prateado,250000,2,No,Yes,Coimbra,2,50000
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,True,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2010 Chevrolet  Aveo5 LS,Chevrolet,2010 Chevrolet Aveo5,2010,108,105,200,9.8,Amarelo,15000,1,No,No,Castelo Branco,1,100000
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,True,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2010 Chevrolet  Aveo5 1LT,Chevrolet,2010 Chevrolet Aveo5,2010,108,105,180,12.0,Verde,35000,2,No,No,Porto,2,170000
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,True,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2010 Chevrolet  Aveo5 1LT AT,Chevrolet,2010 Chevrolet Aveo5,2010,108,105,200,9.4,Azul Marinho,30000,1,No,Yes,Porto,4,170000
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,True,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2010 Chevrolet  Aveo5 2LT,Chevrolet,2010 Chevrolet Aveo5,2010,108,105,210,9.2,Encarnado,40000,3,Yes,No,Coimbra,4,120000
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,True,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2010 Chevrolet  Aveo5 2LT AT,Chevrolet,2010 Chevrolet Aveo5,2010,108,105,185,9.8,Laranja Lava,30000,1,No,No,Évora,2,10
195,195,82,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,True,8,8 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Lexus LS 460,Lexus,2010 Lexus LS,2010,380,367,320,2.5,Cinzento,150000,1,No,Yes,Viseu,0,1000
195,196,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,True,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Lexus LS 460 AWD,Lexus,2010 Lexus LS,2010,357,344,350,2.5,Azul Corrida,150000,5,Yes,No,Beja,1,80000
195,60,83,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,True,8,8 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Lexus LS 460 L,Lexus,2010 Lexus LS,2010,380,367,320,3.5,Encarnado,200000,5,Yes,Yes,Santarém,1,200000
195,60,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,True,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Lexus LS 460 L AWD,Lexus,2010 Lexus LS,2010,357,344,270,2.0,Branco,250000,1,Yes,No,Porto,0,2000
141,249,107,Four-wheel drive,Lamborghini 5.2L 10 Cylinder 560 hp 398 ft-lbs,True,6,6 Speed Manual,12,Gasoline,20,Manual transmission,2011 Lamborghini Gallardo Coupe LP 560-4,Lamborghini,2011 Lamborghini Gallardo Coupe,2011,560,398,290,3.0,Preto,250000,2,No,No,Aveiro,3,20000
159,249,107,Four-wheel drive,Lamborghini 5.2L 10 Cylinder 560 hp 398 ft-lbs,True,6,6 Speed Manual,12,Gasoline,20,Manual transmission,2011 Lamborghini Gallardo Coupe LP 560-4 Spyder,Lamborghini,2011 Lamborghini Gallardo Coupe,2011,560,398,300,3.0,Azul Corrida,200000,2,No,No,Beja,3,120000
170,18,163,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,True,6,6 Speed Automatic Select Shift,30,Gasoline,40,Automatic transmission,2012 Hyundai Accent Hatchback SE AT,Hyundai,2012 Hyundai Accent Hatchback,2012,138,123,235,7.4,Encarnado,55000,2,No,Yes,Braga,4,10
170,18,163,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,True,6,6 Speed Automatic Select Shift,30,Gasoline,40,Automatic transmission,2012 Hyundai Accent Hatchback GS AT,Hyundai,2012 Hyundai Accent Hatchback,2012,138,123,215,7.0,Verde Corrida,50000,5,Yes,Yes,Setúbal,2,10000
170,18,163,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,True,6,6 Speed Manual,30,Gasoline,40,Manual transmission,2012 Hyundai Accent Hatchback SE,Hyundai,2012 Hyundai Accent Hatchback,2012,138,123,235,7.2,Azul Corrida,45000,2,No,No,Viseu,0,10
170,18,163,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,True,6,6 Speed Manual,30,Gasoline,40,Manual transmission,2012 Hyundai Accent Hatchback GS,Hyundai,2012 Hyundai Accent Hatchback,2012,138,123,217,8.2,Azul Corrida,55000,5,Yes,Yes,Madeira,3,150000
195,196,83,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,True,8,8 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Lexus LS 460,Lexus,2011 Lexus LS,2011,380,367,350,3.5,Azul Marinho,250000,2,No,Yes,Évora,3,90000
195,196,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,True,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Lexus LS 460 AWD,Lexus,2011 Lexus LS,2011,357,344,320,2.5,Azul Corrida,100000,3,Yes,Yes,Vila Real,0,60000
195,60,83,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,True,8,8 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Lexus LS 460 L,Lexus,2011 Lexus LS,2011,380,367,350,1.9,Branco,150000,1,Yes,Yes,Porto,0,80000
195,60,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,True,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Lexus LS 460 L AWD,Lexus,2011 Lexus LS,2011,357,344,350,3.5,Azul Corrida,100000,3,No,Yes,Coimbra,3,30000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2011 Hyundai Accent Hatchback GS AT,Hyundai,2011 Hyundai Accent Hatchback,2011,110,106,200,9.2,Encarnado,35000,2,Yes,No,Évora,1,170000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2011 Hyundai Accent Hatchback SE,Hyundai,2011 Hyundai Accent Hatchback,2011,110,106,175,10.5,Cinzento,40000,1,Yes,Yes,Bragança,2,60000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2011 Hyundai Accent Hatchback GS,Hyundai,2011 Hyundai Accent Hatchback,2011,110,106,180,10.5,Branco,25000,5,No,Yes,Guarda,4,200000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2011 Hyundai Accent Hatchback GL,Hyundai,2011 Hyundai Accent Hatchback,2011,110,106,210,12.0,Azul Corrida,20000,1,Yes,No,Beja,1,90000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2011 Hyundai Accent Hatchback SE AT,Hyundai,2011 Hyundai Accent Hatchback,2011,110,106,210,9.0,Preto,35000,5,No,No,Guarda,3,90000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Hyundai Accent Hatchback GS,Hyundai,2010 Hyundai Accent Hatchback,2010,110,106,170,9.8,Preto,20000,1,Yes,No,Aveiro,1,150000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2010 Hyundai Accent Hatchback SE AT,Hyundai,2010 Hyundai Accent Hatchback,2010,110,106,190,11.5,Azul Marinho,40000,2,Yes,No,Évora,0,200000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Hyundai Accent Hatchback SE,Hyundai,2010 Hyundai Accent Hatchback,2010,110,106,175,10.5,Azul Marinho,40000,2,No,Yes,Viseu,2,170000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2010 Hyundai Accent Hatchback GS AT,Hyundai,2010 Hyundai Accent Hatchback,2010,110,106,171,11.5,Prateado,15000,1,No,Yes,Braga,2,100000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,5,5 Speed Manual,27,Gasoline,36,Manual transmission,2010 Hyundai Accent Hatchback Blue,Hyundai,2010 Hyundai Accent Hatchback,2010,110,106,200,9.2,Prateado,40000,2,Yes,Yes,Vila Real,0,5000
170,16,163,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,True,6,6 Speed Manual,30,Gasoline,40,Manual transmission,2012 Hyundai Accent Sedan GLS,Hyundai,2012 Hyundai Accent Sedan,2012,138,123,225,7.2,Preto,60000,1,Yes,Yes,Açores,1,10000
170,16,163,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,True,6,6 Speed Automatic Select Shift,30,Gasoline,40,Automatic transmission,2012 Hyundai Accent Sedan GLS AT,Hyundai,2012 Hyundai Accent Sedan,2012,138,123,215,6.5,Verde Corrida,55000,3,No,Yes,Portalegre,2,20000
190,183,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2011 Hyundai Accent Sedan GLS AT,Hyundai,2011 Hyundai Accent Sedan,2011,110,106,200,11.5,Encarnado,35000,1,No,No,Açores,4,50000
190,183,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2011 Hyundai Accent Sedan GLS,Hyundai,2011 Hyundai Accent Sedan,2011,110,106,175,9.2,Prateado,40000,1,No,Yes,Guarda,0,2000
190,183,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Hyundai Accent Sedan GLS,Hyundai,2010 Hyundai Accent Sedan,2010,110,106,190,9.5,Amarelo,25000,1,No,No,Aveiro,4,5000
190,183,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,True,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2010 Hyundai Accent Sedan GLS AT,Hyundai,2010 Hyundai Accent Sedan,2010,110,106,190,9.0,Branco,15000,4,Yes,Yes,Évora,2,50000
210,45,57,Front-wheel drive,Hyundai 3.3L 6 Cylinder 260 hp 233 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2011 Hyundai Azera GLS,Hyundai,2011 Hyundai Azera,2011,260,233,255,5.5,Azul Marinho,90000,3,No,No,Portalegre,4,300000
210,45,57,Front-wheel drive,Hyundai 3.8L 6 Cylinder 283 hp 263 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,27,Automatic transmission,2011 Hyundai Azera Limited,Hyundai,2011 Hyundai Azera,2011,283,263,250,6.0,Prateado,75000,2,No,Yes,Coimbra,4,20000
210,30,57,Front-wheel drive,Hyundai 3.8L 6 cylinder 263hp 257 ft-lbs,True,5,5 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2010 Hyundai Azera Limited,Hyundai,2010 Hyundai Azera,2010,263,257,250,4.0,Amarelo,95000,2,No,No,Faro,2,200000
210,30,57,Front-wheel drive,Hyundai 3.3L 6 cylinder 234hp 226 ft-lbs,True,5,5 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2010 Hyundai Azera GLS,Hyundai,2010 Hyundai Azera,2010,234,226,260,6.0,Azul,80000,2,Yes,Yes,Viseu,2,120000
201,225,129,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,True,8,8 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Audi Q7 3.0 T S Line,Audi,2011 Audi Q7,2011,333,325,250,5.5,Azul,90000,1,Yes,Yes,Viana do Castelo,1,10
201,225,129,All-wheel drive,Audi 3.0L 6 Cylinder 272 hp 295 ft-lbs S-charged,True,8,8 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Audi Q7 3.0 T,Audi,2011 Audi Q7,2011,272,295,250,4.0,Encarnado,75000,2,Yes,Yes,Braga,3,80000
201,225,129,All-wheel drive,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,True,8,8 Speed Automatic Select Shift,17,Diesel fuel,25,Automatic transmission,2011 Audi Q7 3.0 TDI,Audi,2011 Audi Q7,2011,225,406,245,4.5,Laranja Lava,85000,3,Yes,No,Coimbra,4,100000
201,223,191,All-wheel drive,Audi 3.6L 6 cylinder 280hp 266 ft-lbs,True,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2010 Audi Q7 3.6,Audi,2010 Audi Q7,2010,280,266,247,5.5,Prateado,70000,3,Yes,No,Açores,4,50000
201,223,191,All-wheel drive,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,True,6,6 Speed Automatic Select Shift,17,Diesel fuel,25,Automatic transmission,2010 Audi Q7 3.0 TDI,Audi,2010 Audi Q7,2010,225,406,260,5.5,Verde,90000,4,No,Yes,Coimbra,0,40000
201,223,191,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2010 Audi Q7 4.2,Audi,2010 Audi Q7,2010,350,325,290,2.0,Branco,100000,2,Yes,Yes,Évora,2,100000
148,12,24,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,True,4,4 Speed Automatic,22,Gasoline,28,Automatic transmission,2011 Toyota RAV4,Toyota,2011 Toyota RAV4,2011,179,172,222,8.2,Azul,45000,2,Yes,Yes,Lisboa,0,100000
148,12,24,Four-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,True,4,4 Speed Automatic,21,Gasoline,27,Automatic transmission,2011 Toyota RAV4 4WD,Toyota,2011 Toyota RAV4,2011,179,172,225,7.0,Cinzento,45000,2,Yes,No,Beja,3,150000
148,12,24,Front-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,True,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2011 Toyota RAV4 V6,Toyota,2011 Toyota RAV4,2011,269,246,250,4.0,Preto,90000,2,Yes,Yes,Setúbal,0,80000
148,12,24,Four-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,True,5,5 Speed Automatic,19,Gasoline,26,Automatic transmission,2011 Toyota RAV4 V6 4WD,Toyota,2011 Toyota RAV4,2011,269,246,247,5.5,Laranja Lava,90000,4,No,No,Aveiro,0,80000
